"Cancer","Gene","cosine"
"Colorectal cancer","SIRT1",0.00522057812702082
"Stomach cancer","MMP28",0.00522042295437734
"Liver cancer","ETS1",0.00521777833499951
"Colorectal cancer","RAMP2",0.00521711687977281
"Stomach cancer","MUT",0.00521612130736186
"Pancreatic Cancer","NAT1",0.00521483566387074
"Liver cancer","ZNF79",0.0052144402603776
"Liver cancer","SERPINA5",0.00521410170502426
"Bile duct cancer","CCNB2",0.00521148186320209
"Liver cancer","NR4A1",0.00521116270030363
"Colorectal cancer","SPG7",0.00520956280228203
"Liver cancer","MIR302B",0.00520875629963192
"Esophageal cancer","GSTM1",0.00520493616888185
"Liver cancer","COL3A1",0.00520486517363059
"Stomach cancer","PDCD2",0.00520479844381407
"Liver cancer","FGF2",0.00519962869388953
"Liver cancer","RALA",0.00519803139348691
"Pancreatic Cancer","CCNE2",0.00519796985481192
"Stomach cancer","GPR34",0.00519530478010754
"Stomach cancer","CKS2",0.00519524809236752
"Esophageal cancer","TH",0.0051945156805353
"Liver cancer","TRIB2",0.00519342507517678
"Liver cancer","IL31",0.00519299728300039
"Pancreatic Cancer","BHLHE41",0.00519235573294587
"Colorectal cancer","STC2",0.00519190496439064
"Liver cancer","MIR152",0.00519178066869236
"Colorectal cancer","GLB1",0.00519114724349624
"Liver cancer","PHB2",0.00518946595302852
"Liver cancer","IRS1",0.00518896187321075
"Stomach cancer","IFNGR2",0.00518825745648329
"Liver cancer","HCFC1",0.00518707357760175
"Colorectal cancer","ACIN1",0.00518690135859725
"Stomach cancer","GHRL",0.00518679411471843
"Colorectal cancer","BRF1",0.00518634256015688
"Colorectal cancer","PEX5",0.00518634256015688
"Colorectal cancer","RRBP1",0.00518634256015688
"Colorectal cancer","RERE",0.00518634256015688
"Colorectal cancer","SLC39A8",0.00518634256015688
"Colorectal cancer","CLDN12",0.00518634256015688
"Bile duct cancer","KRT5",0.00518514905743818
"Stomach cancer","CRADD",0.00518499300350533
"Stomach cancer","STOML1",0.00518499300350533
"Stomach cancer","PRKRIR",0.00518499300350533
"Colorectal cancer","PFN1",0.00518459406226462
"Pancreatic Cancer","CSF2",0.00518171663683163
"Pancreatic Cancer","CSF1",0.00518101623146764
"Pancreatic Cancer","MYC",0.00518070347200878
"Colorectal cancer","RHO",0.00518053149468496
"Colorectal cancer","TFAP4",0.00517891453950179
"Pancreatic Cancer","IKZF3",0.00517793539584816
"Stomach cancer","MMP14",0.00517603946029668
"Stomach cancer","AURKA",0.00517542246984641
"Liver cancer","CD3G",0.00517477206268292
"Pancreatic Cancer","SLC18A1",0.00517400876238123
"Stomach cancer","ENDOG",0.00517271902705642
"Liver cancer","ADAM9",0.00516747275695045
"Liver cancer","PLAU",0.00516713029859356
"Bile duct cancer","PER1",0.00516669796084014
"Colorectal cancer","TRPS1",0.00516620639302884
"Liver cancer","UBC",0.0051658427330757
"Colorectal cancer","WNT2",0.00516477096693475
"Stomach cancer","GLO1",0.00516439074435366
"Colorectal cancer","CTGF",0.00516203057076596
"Colorectal cancer","ARHGEF4",0.00516070262524611
"Stomach cancer","NEDD4",0.00515924419275273
"Colorectal cancer","STK17B",0.00515784595679438
"Stomach cancer","ZBTB20",0.00515732299596597
"Stomach cancer","DAP",0.00515728612260951
"Esophageal cancer","ABCE1",0.00515144080836913
"Bile duct cancer","TPM1",0.00515143142782921
"Colorectal cancer","JARID2",0.00514853232300471
"Pancreatic Cancer","ITGB1",0.00514849541211968
"Pancreatic Cancer","USP9X",0.00514674601434687
"Liver cancer","AXIN1",0.00514084965842635
"Stomach cancer","RNF180",0.00513990610782268
"Colorectal cancer","CXCL11",0.00513729976828591
"Colorectal cancer","HSP90B1",0.00513702756444196
"Liver cancer","ALDH1L1",0.00513652983323963
"Colorectal cancer","KCNK9",0.00513631407412741
"Stomach cancer","HOTAIR",0.00513624624688868
"Liver cancer","NFKB1",0.00513601278873981
"Liver cancer","LIFR",0.00513247940651641
"Stomach cancer","SERPINA3",0.00513226716993291
"Colorectal cancer","CSN2",0.00513205701436741
"Stomach cancer","LGR5",0.00513158933669686
"Liver cancer","SAV1",0.00513119398746351
"Pancreatic Cancer","MT-ND2",0.00513039846722801
"Colorectal cancer","UMPS",0.00512889919511467
"Pancreatic Cancer","DNMT3B",0.00512797405007566
"Colorectal cancer","TPO",0.00512793350939735
"Bile duct cancer","SEPP1",0.00512772113627344
"Pancreatic Cancer","TPI1",0.00512543775449403
"Colorectal cancer","ZBTB16",0.00512510266540766
"Bile duct cancer","AGR2",0.00512495764565722
"Bile duct cancer","OLFM4",0.00512366082023582
"Colorectal cancer","MEF2C",0.00512031378348461
"Liver cancer","SCX",0.00512018377104282
"Liver cancer","PDCD1",0.00511808448064731
"Stomach cancer","RDX",0.00511569416054402
"Liver cancer","ADAM17",0.00511536648871556
"Stomach cancer","MIR375",0.00511410397144224
"Colorectal cancer","GEM",0.00511342752607853
"Liver cancer","SPRY3",0.0051130709007483
"Esophageal cancer","RPA2",0.00511234311161272
"Pancreatic Cancer","TNC",0.00511143663972034
"Colorectal cancer","NFAM1",0.0051106538691274
"Colorectal cancer","CREBBP",0.00511055784494123
"Colorectal cancer","CD38",0.00511018895680865
"Colorectal cancer","NF1",0.00510991474267799
"Colorectal cancer","CCL7",0.00510780498099636
"Colorectal cancer","BNIP3",0.00510597603034431
"Esophageal cancer","S100A4",0.00510536900330255
"Colorectal cancer","CAD",0.00510328006960673
"Bile duct cancer","MUC7",0.00510300032556661
"Stomach cancer","TRPM4",0.00510265685774968
"Stomach cancer","PSMA6",0.00510242102708076
"Liver cancer","SDC1",0.00509875271251239
"Colorectal cancer","KIF18A",0.00509506915252343
"Stomach cancer","POMP",0.00509334330620329
"Liver cancer","CASP3",0.00509321495888019
"Stomach cancer","IGFBP3",0.00509179850294711
"Esophageal cancer","PRDX1",0.0050893769259679
"Colorectal cancer","RPS6KA1",0.00508713633499367
"Colorectal cancer","CSTB",0.00508604863042701
"Pancreatic Cancer","TRAM1",0.00508595847812265
"Colorectal cancer","CADM3",0.00508561701970747
"Colorectal cancer","SLC19A1",0.00508526233235458
"Esophageal cancer","RPL30",0.00508418637661247
"Pancreatic Cancer","MAP3K14",0.00508354780436376
"Esophageal cancer","SEL1L",0.00508176446281398
"Colorectal cancer","NKX2-5",0.00508131771577454
"Bile duct cancer","FFAR2",0.0050803071332429
"Stomach cancer","DNMT3B",0.00508015388116169
"Colorectal cancer","KCNH2",0.00507983169892418
"Colorectal cancer","DDIT3",0.00507858514827593
"Colorectal cancer","PLCG2",0.00507819072867752
"Pancreatic Cancer","SLCO1A2",0.00507675550936522
"Esophageal cancer","MAP3K11",0.00507648347602634
"Stomach cancer","TLR9",0.00507614579935712
"Liver cancer","PTK2",0.00507328151762756
"Liver cancer","FBL",0.00507292848591902
"Liver cancer","RAB27A",0.00507244686153953
"Colorectal cancer","FUCA1",0.00507239650634285
"Colorectal cancer","HOXD1",0.00507143837573731
"Pancreatic Cancer","FGFR4",0.00506980821152691
"Stomach cancer","BCL2L12",0.00506784371216466
"Liver cancer","ACSS1",0.00506685963029766
"Liver cancer","CTSS",0.00506685963029766
"Liver cancer","HMGN3",0.00506685963029766
"Liver cancer","STAU2",0.00506685963029766
"Liver cancer","VSX2",0.00506685963029766
"Liver cancer","MCMBP",0.00506685963029766
"Pancreatic Cancer","KIF14",0.00506667807181414
"Pancreatic Cancer","DCC",0.00506638050460933
"Colorectal cancer","KISS1",0.00506500223744195
"Liver cancer","CYP51A1",0.00506412960535141
"Liver cancer","DCN",0.00506223578627475
"Bile duct cancer","LTB",0.00506223078800701
"Esophageal cancer","LYN",0.00506177440409905
"Colorectal cancer","PARP1",0.00505945897940216
"Colorectal cancer","VILL",0.00505935714349156
"Colorectal cancer","FSCN1",0.00505572161454798
"Liver cancer","IFNAR2",0.00505221364939422
"Bile duct cancer","NEK2",0.00505043547527878
"Liver cancer","DIO3",0.00504809314956189
"Liver cancer","MRC1",0.00504789764076372
"Liver cancer","BECN1",0.00504697348036329
"Liver cancer","MTSS1",0.0050465989523666
"Liver cancer","CRHR2",0.00504533676254671
"Stomach cancer","CRK",0.00504412367260074
"Colorectal cancer","EBI3",0.00504227748904141
"Colorectal cancer","LRCH1",0.00504227748904141
"Colorectal cancer","CASP6",0.00504227748904141
"Colorectal cancer","LAMP3",0.00504152760674046
"Colorectal cancer","SEMA3F",0.00504101179457242
"Bile duct cancer","SOBP",0.00504054097857762
"Colorectal cancer","CEL",0.00503796274874583
"Colorectal cancer","AKR7A2",0.00503748058588285
"Colorectal cancer","CLDN8",0.00503744962327143
"Colorectal cancer","FSHR",0.00503451416266798
"Stomach cancer","CXXC4",0.00503377444112165
"Stomach cancer","MTA2",0.0050335300899266
"Colorectal cancer","PIWIL2",0.00503341922128854
"Stomach cancer","EEF2",0.00503161335945161
"Stomach cancer","BDNF",0.00503158547354781
"Stomach cancer","ADRA1B",0.00503140060684334
"Pancreatic Cancer","HHIP",0.00502999548532385
"Esophageal cancer","KIN",0.00502738826402615
"Liver cancer","RPL35",0.00502705253663366
"Liver cancer","SLC22A7",0.00502447373803947
"Stomach cancer","MGP",0.00502335994064334
"Colorectal cancer","ERCC3",0.00502216207587578
"Pancreatic Cancer","FOLR1",0.00502167396584284
"Pancreatic Cancer","SNAI2",0.00502127469933112
"Colorectal cancer","GSTA3",0.00502108264231033
"Colorectal cancer","HIPK2",0.00502071382405036
"Colorectal cancer","KRT18",0.00501983566310862
"Colorectal cancer","TCF4",0.00501904957176385
"Esophageal cancer","ZBTB17",0.00501747837091794
"Liver cancer","SERPINB3",0.0050160520383194
"Stomach cancer","AQP3",0.00501226651412473
"Colorectal cancer","CXCL10",0.005008725124112
"Stomach cancer","IL4R",0.00500843075557447
"Stomach cancer","CYP1A1",0.00500779706677455
"Esophageal cancer","MAN2C1",0.00500722814903577
"Esophageal cancer","POLI",0.00500722814903577
"Esophageal cancer","CTNNAL1",0.00500722814903577
"Esophageal cancer","GABRA2",0.00500722814903577
"Esophageal cancer","LGMN",0.00500714538698608
"Colorectal cancer","MIR196A2",0.00500656717129963
"Bile duct cancer","CADM2",0.00500654372886594
"Stomach cancer","FZD8",0.00500622882851597
"Stomach cancer","HSPD1",0.00500511767426928
"Liver cancer","TYK2",0.00500179354860349
"Bile duct cancer","SPAG5",0.00499975980314084
"Stomach cancer","ITGA2",0.004998982332794
"Colorectal cancer","HS3ST2",0.00499793908417918
"Colorectal cancer","PBK",0.00499650045481928
"Colorectal cancer","TNFRSF1B",0.00499439713170225
"Stomach cancer","ZIC1",0.00499434341820605
"Colorectal cancer","ARHGAP35",0.00499233455604266
"Pancreatic Cancer","SCTR",0.00498910306025789
"Pancreatic Cancer","SELE",0.00498657262219265
"Pancreatic Cancer","COL4A2",0.00498300207932015
"Colorectal cancer","CCNG1",0.00498204932601508
"Stomach cancer","FBL",0.00498031914496977
"Colorectal cancer","FGF2",0.00497862046546197
"Liver cancer","NCOA2",0.00497755942282574
"Liver cancer","LOX",0.0049775397741209
"Pancreatic Cancer","COL14A1",0.00497364823854382
"Liver cancer","ANXA2",0.00497287020703135
"Liver cancer","PCK1",0.0049724888018876
"Colorectal cancer","VEGFC",0.00497240514456739
"Colorectal cancer","ERBB4",0.00497214603175755
"Liver cancer","LRP6",0.00497120344841576
"Colorectal cancer","CARD8",0.00497108865737775
"Pancreatic Cancer","DACH1",0.00496947261939908
"Colorectal cancer","ITGA1",0.00496764134732673
"Stomach cancer","TRAV10",0.00496387870982174
"Stomach cancer","MUC12",0.00496376811187384
"Colorectal cancer","BID",0.00496357679746333
"Colorectal cancer","PPARA",0.00496086259773628
"Colorectal cancer","FLCN",0.00496029994149345
"Stomach cancer","GABRQ",0.00495915901424282
"Colorectal cancer","CYP2C8",0.00495863467212706
"Liver cancer","ANGPTL4",0.00495736726312735
"Colorectal cancer","STMN1",0.00495364403394599
"Stomach cancer","C1R",0.00495364316413423
"Stomach cancer","SCGB2A2",0.00495348696660347
"Pancreatic Cancer","HECA",0.00495341959671285
"Stomach cancer","IGF1R",0.00495329219428225
"Colorectal cancer","HS6ST2",0.00495059971651338
"Liver cancer","MST1",0.00495031004581801
"Liver cancer","SSX2",0.0049495511234277
"Liver cancer","RGS5",0.00494901966122381
"Colorectal cancer","CYP26A1",0.00494756971348435
"Liver cancer","CKS1B",0.00494722198473126
"Liver cancer","HMGCR",0.00494717008269329
"Pancreatic Cancer","UBR2",0.00494709686876248
"Pancreatic Cancer","POLB",0.00494688552825061
"Liver cancer","CYP4F3",0.00494678752338652
"Bile duct cancer","GP2",0.00494607844461521
"Liver cancer","ITGA9",0.00494552234636891
"Liver cancer","GNAI1",0.00493946396705017
"Colorectal cancer","PYGB",0.00493740558405092
"Colorectal cancer","ARNTL",0.00493659283669179
"Colorectal cancer","CUL4B",0.00493624809299731
"Esophageal cancer","TYRO3",0.00493583884273957
"Esophageal cancer","GRB7",0.00493499858826258
"Stomach cancer","RND3",0.00493413482569734
"Liver cancer","CCNB1",0.00493389113149615
"Stomach cancer","MLX",0.0049337848716736
"Colorectal cancer","SPAG9",0.00493369426490416
"Colorectal cancer","TXNRD3",0.00493022687817382
"Colorectal cancer","C11orf31",0.00493022687817382
"Colorectal cancer","SEPW1",0.00493022687817382
"Colorectal cancer","SEPN1",0.00493022687817382
"Stomach cancer","JUN",0.00492984940557253
"Liver cancer","GABARAPL2",0.00492984848707715
"Liver cancer","SENP6",0.00492611352945606
"Liver cancer","SMAD4",0.00492588597121405
"Stomach cancer","LAMA3",0.00492574335333006
"Stomach cancer","PHF12",0.00492574335333006
"Stomach cancer","PGA5",0.00492574335333006
"Stomach cancer","STAR",0.00492574335333006
"Stomach cancer","KRT10",0.00492574335333006
"Stomach cancer","CDC14A",0.00492574335333006
"Stomach cancer","SLC4A2",0.00492574335333006
"Stomach cancer","PRDX4",0.00492574335333006
"Stomach cancer","PDXK",0.00492574335333006
"Stomach cancer","FZD9",0.00492574335333006
"Stomach cancer","TLN2",0.00492574335333006
"Stomach cancer","MTM1",0.00492574335333006
"Stomach cancer","SSH1",0.00492574335333006
"Colorectal cancer","FUT2",0.00492453210860313
"Liver cancer","FADD",0.00492380794931556
"Stomach cancer","UPF1",0.00492085564339974
"Bile duct cancer","NCAM2",0.00492025985235209
"Pancreatic Cancer","ACCS",0.00492017048498239
"Liver cancer","FGF1",0.00492005354836092
"Esophageal cancer","CCK",0.00491920727480928
"Stomach cancer","CA2",0.0049173125073746
"Liver cancer","FGL1",0.00491688885125972
"Bile duct cancer","SERPINH1",0.00491391673048876
"Pancreatic Cancer","SYP",0.00491388908138144
"Bile duct cancer","GABRQ",0.00491223743945012
"Liver cancer","NME1",0.00491004027719338
"Pancreatic Cancer","PNMT",0.00490992689693655
"Liver cancer","WFDC1",0.00490978157060447
"Colorectal cancer","AFP",0.00490575329360861
"Stomach cancer","ADIPOR1",0.00490345487617297
"Stomach cancer","DPYD",0.00490328199325419
"Esophageal cancer","TP53I3",0.00490164060966899
"Colorectal cancer","NEU4",0.00490067282771087
"Liver cancer","CAPG",0.00489903874418623
"Esophageal cancer","DGCR8",0.00489870091147719
"Colorectal cancer","H19",0.0048979858659849
"Liver cancer","APOBEC1",0.00489595712934456
"Esophageal cancer","E2F2",0.00489418152481659
"Pancreatic Cancer","B3GNT3",0.00489279157461962
"Colorectal cancer","AMACR",0.00489106595420792
"Pancreatic Cancer","TP73",0.00489103755694457
"Pancreatic Cancer","MAP3K10",0.00488949105733778
"Stomach cancer","CLDN3",0.00488782991442896
"Liver cancer","GNA12",0.00488761393040273
"Bile duct cancer","PGR",0.00488716797531125
"Esophageal cancer","ZIC2",0.00488614130367336
"Liver cancer","GADD45A",0.00488593609267064
"Pancreatic Cancer","MIR17HG",0.00488461650710109
"Liver cancer","MED1",0.00488350098195023
"Esophageal cancer","IGFBP3",0.00488337754732155
"Colorectal cancer","EPHA3",0.00488283844450955
"Esophageal cancer","NAT2",0.00487525454719188
"Colorectal cancer","STYK1",0.00487391204478906
"Liver cancer","TGFBR2",0.00487307446775396
"Esophageal cancer","FZD2",0.0048710626617295
"Stomach cancer","KIT",0.00487100342326096
"Colorectal cancer","CHFR",0.0048694523609279
"Pancreatic Cancer","S100A6",0.00486681182216164
"Colorectal cancer","EGR1",0.00486244019191766
"Stomach cancer","PTCH1",0.00486115853246225
"Stomach cancer","GSTA2",0.00486048587732163
"Liver cancer","LYVE1",0.00485859684097937
"Pancreatic Cancer","SPTBN1",0.0048575817218781
"Pancreatic Cancer","ABCC3",0.00485667029360322
"Stomach cancer","MRC1",0.00485424874383083
"Liver cancer","FLG",0.00485230923641909
"Stomach cancer","MSI1",0.004851500224595
"Colorectal cancer","LRIG1",0.00485054819349567
"Pancreatic Cancer","TEP1",0.00485050042975061
"Colorectal cancer","CHI3L1",0.00484845244698652
"Esophageal cancer","PSMB8",0.00484843228143654
"Stomach cancer","NEIL1",0.00484837536788054
"Colorectal cancer","ALDH1A1",0.00484809688106549
"Colorectal cancer","ETV4",0.0048463578917201
"Stomach cancer","EGR1",0.00484371239010232
"Stomach cancer","SMAD2",0.00484313472685762
"Colorectal cancer","PLS3",0.00484058638947975
"Colorectal cancer","CLN3",0.00484058638947975
"Colorectal cancer","MIR186",0.00484058638947975
"Colorectal cancer","BHLHB9",0.00484058638947975
"Colorectal cancer","TCERG1",0.00484058638947975
"Colorectal cancer","UPF2",0.00484058638947975
"Colorectal cancer","THADA",0.00484058638947975
"Colorectal cancer","MEIS1",0.00484058638947975
"Colorectal cancer","PRSS22",0.00484058638947975
"Colorectal cancer","TMEM69",0.00484058638947975
"Colorectal cancer","KCNJ11",0.00484058638947975
"Colorectal cancer","JAZF1",0.00484058638947975
"Colorectal cancer","CYBRD1",0.00483840634882334
"Esophageal cancer","MAOA",0.00483703710181283
"Colorectal cancer","CABLES1",0.00483495131757066
"Colorectal cancer","TNFRSF10D",0.00483489771929729
"Esophageal cancer","MXI1",0.00483489479532467
"Pancreatic Cancer","SFRP1",0.00483423889892571
"Esophageal cancer","TNC",0.00483419589437978
"Stomach cancer","NFKBIA",0.00483385201583019
"Bile duct cancer","PCBP1",0.00483312630211725
"Stomach cancer","LAMP1",0.00483177897759455
"Bile duct cancer","FEN1",0.00483073210336098
"Pancreatic Cancer","DUSP1",0.00482798108545749
"Pancreatic Cancer","TIMP2",0.00482486544121209
"Pancreatic Cancer","STRA13",0.00482481342702903
"Pancreatic Cancer","MAGED1",0.00482472403902721
"Liver cancer","EED",0.00482299602917755
"Colorectal cancer","FRZB",0.00482270607454329
"Pancreatic Cancer","SLC29A3",0.00482188155179905
"Pancreatic Cancer","SLC22A11",0.00482188155179905
"Pancreatic Cancer","SLC28A3",0.00482188155179905
"Pancreatic Cancer","SLC22A18",0.00482188155179905
"Pancreatic Cancer","SLC15A1",0.00482170312687083
"Colorectal cancer","PPFIA1",0.00481920806789418
"Pancreatic Cancer","S100A2",0.0048182523062084
"Liver cancer","DDX58",0.00481769599632101
"Pancreatic Cancer","MAPK9",0.00481235161770513
"Colorectal cancer","MIR126",0.0048117334535444
"Bile duct cancer","PRKAR2B",0.00481028167563598
"Colorectal cancer","LPAR2",0.00481005023336276
"Colorectal cancer","RAG2",0.00480980303412401
"Colorectal cancer","IL2RG",0.00480822840634599
"Colorectal cancer","IL16",0.00480647198244068
"Stomach cancer","HIC1",0.00480595478855364
"Bile duct cancer","CHL1",0.00480545584577172
"Esophageal cancer","LIG3",0.00480362951763588
"Colorectal cancer","PIK3R1",0.00480318595600276
"Liver cancer","GBE1",0.00480271044612354
"Liver cancer","TIMP2",0.00480259739872164
"Bile duct cancer","MCC",0.00480236592212124
"Stomach cancer","LRRC4C",0.00480128123926665
"Esophageal cancer","NSUN2",0.00479914965843765
"Colorectal cancer","NOTCH2",0.00479908013277004
"Stomach cancer","BMP4",0.00479890071927857
"Colorectal cancer","RHOB",0.00479845719648155
"Colorectal cancer","KDM4B",0.00479599601712455
"Colorectal cancer","EFNB1",0.00479599206028433
"Liver cancer","PNP",0.00479591439205087
"Esophageal cancer","GPI",0.00479417761737592
"Pancreatic Cancer","C21orf2",0.0047936889733438
"Colorectal cancer","UGT1A9",0.00479195539276905
"Bile duct cancer","THY1",0.00479091871545084
"Stomach cancer","SATB1",0.00479013547604187
"Esophageal cancer","RASSF5",0.00478864571989958
"Stomach cancer","LGALS3",0.00478861196287779
"Colorectal cancer","NAMPT",0.00478846461272132
"Colorectal cancer","S100P",0.0047881315651439
"Bile duct cancer","BRAF",0.00478680854011366
"Colorectal cancer","ING4",0.00478676585041965
"Liver cancer","PDGFC",0.00478646743492642
"Liver cancer","DNMT3B",0.0047829908636039
"Stomach cancer","CDX1",0.0047819680489551
"Pancreatic Cancer","CTDSP1",0.00478031360738699
"Stomach cancer","TNFRSF10C",0.00477806439032928
"Colorectal cancer","AMN",0.0047775582286109
"Colorectal cancer","TFAM",0.00477680441432592
"Colorectal cancer","MIR26B",0.00477536191077653
"Esophageal cancer","XRCC4",0.00477494078635124
"Colorectal cancer","DAPK1",0.0047728710048657
"Bile duct cancer","SALL4",0.00477242783025265
"Colorectal cancer","BRD8",0.00477234158241198
"Liver cancer","HSPB1",0.004772246338043
"Colorectal cancer","PRNP",0.00477103072716182
"Esophageal cancer","ADA",0.00476979238167073
"Pancreatic Cancer","CHGA",0.00476896406897903
"Esophageal cancer","EMILIN2",0.0047687887133674
"Esophageal cancer","SNX10",0.0047687887133674
"Esophageal cancer","WDR72",0.0047687887133674
"Esophageal cancer","CHST2",0.0047687887133674
"Esophageal cancer","TREM2",0.0047687887133674
"Esophageal cancer","KCNJ8",0.0047687887133674
"Colorectal cancer","KRT23",0.00476875241041834
"Pancreatic Cancer","PTPN14",0.00476605133678335
"Stomach cancer","CYP2C18",0.00476597429716337
"Stomach cancer","NOD2",0.00476510147962863
"Stomach cancer","DIABLO",0.00475981312079546
"Bile duct cancer","TNNT1",0.00475981157470475
"Colorectal cancer","HSD11B1",0.00475966149034814
"Liver cancer","TP53I11",0.00475853387763391
"Bile duct cancer","L1CAM",0.00475666310133443
"Stomach cancer","CALD1",0.00475589013424972
"Stomach cancer","ARID5B",0.00475589013424972
"Stomach cancer","CRIM1",0.00475589013424972
"Stomach cancer","S100A2",0.00475583092794794
"Colorectal cancer","CYP1A2",0.00475426261189526
"Colorectal cancer","WNT4",0.00475276629080406
"Colorectal cancer","KIT",0.00475004087596145
"Stomach cancer","BOK",0.00474973980496613
"Liver cancer","SPRY1",0.00474870954160517
"Pancreatic Cancer","MAZ",0.00474856489338592
"Stomach cancer","MYLK",0.00474807000278857
"Liver cancer","CIITA",0.00474735928925299
"Liver cancer","CYP2C19",0.00474579499783415
"Esophageal cancer","CCNG2",0.00474410261694507
"Liver cancer","TLR9",0.00473978061503618
"Colorectal cancer","RBL2",0.00473940131796401
"Stomach cancer","MID1",0.00473887399254695
"Pancreatic Cancer","WT1-AS",0.00473755522050092
"Colorectal cancer","HSF1",0.00473751794752119
"Liver cancer","CTBP1",0.0047360811926116
"Colorectal cancer","IRF8",0.00473535625057802
"Stomach cancer","SHBG",0.00473520013361987
"Liver cancer","CTNNBL1",0.00473502620544579
"Bile duct cancer","RAB1A",0.00473468707732013
"Bile duct cancer","AIFM3",0.0047345743465263
"Liver cancer","MAGI1",0.00473432865594859
"Esophageal cancer","FST",0.00473391819912748
"Bile duct cancer","SLC15A1",0.00473355027787897
"Liver cancer","NEFH",0.0047323086332567
"Esophageal cancer","FOXP3",0.00473142245204234
"Liver cancer","DEK",0.00473116700239228
"Liver cancer","GNB2L1",0.0047302820064228
"Colorectal cancer","SRM",0.00472916764696361
"Liver cancer","ARHGEF19",0.00472906898827782
"Liver cancer","GRAMD4",0.00472906898827782
"Liver cancer","HLA-DPA1",0.00472906898827782
"Liver cancer","MTA3",0.00472906898827782
"Liver cancer","F2",0.00472906898827782
"Liver cancer","MCM3",0.00472906898827782
"Liver cancer","PTBP1",0.00472906898827782
"Colorectal cancer","IRF6",0.00472803853647099
"Pancreatic Cancer","ALOX12",0.00472593155350574
"Bile duct cancer","ADRB3",0.00472550716741652
"Colorectal cancer","SGK1",0.00472469750237095
"Colorectal cancer","SATB1",0.00472447089732446
"Colorectal cancer","TRDMT1",0.0047243061749884
"Pancreatic Cancer","WNT2",0.00472225972952122
"Pancreatic Cancer","RAP2B",0.00471920144224452
"Stomach cancer","CA11",0.00471865779897124
"Esophageal cancer","RAN",0.00471766734597943
"Pancreatic Cancer","ETS1",0.00471750784508202
"Pancreatic Cancer","AKR7A2",0.00471078951298316
"Colorectal cancer","TRIM28",0.00471035318135797
"Colorectal cancer","ANXA2",0.00470956549024075
"Liver cancer","PIM1",0.00470918413668912
"Stomach cancer","PDCD1",0.00470873000667193
"Liver cancer","MBD2",0.00470860964165326
"Bile duct cancer","TACSTD2",0.00470829252428688
"Pancreatic Cancer","GSTM1",0.00470803109822878
"Stomach cancer","CD69",0.00470655925099744
"Colorectal cancer","UBE2Q2",0.00470612565643865
"Colorectal cancer","GABRA1",0.00470612565643865
"Bile duct cancer","ZFX",0.00470417867233311
"Bile duct cancer","F3",0.00470241015759435
"Pancreatic Cancer","CD34",0.00469815923547425
"Colorectal cancer","TOP2A",0.00469362625756865
"Stomach cancer","SPINT2",0.00469083878935727
"Liver cancer","NCSTN",0.00469037647323231
"Colorectal cancer","TLR3",0.00469020791330177
"Colorectal cancer","TFAP2E",0.00468882544037342
"Stomach cancer","PDPK1",0.00468812798298891
"Liver cancer","NFE2L2",0.00468788728712926
"Esophageal cancer","SDS",0.00468768753198504
"Liver cancer","SULF1",0.00468344815605399
"Colorectal cancer","STK11",0.00468091946251625
"Esophageal cancer","PDCD4",0.00468083888222239
"Pancreatic Cancer","GSPT2",0.00467800246070097
"Colorectal cancer","SASS6",0.00467722389492323
"Colorectal cancer","ESM1",0.00467653742742276
"Pancreatic Cancer","CCKAR",0.00467555479754292
"Pancreatic Cancer","GPI",0.00466953544187612
"Colorectal cancer","LY6D",0.00466874063463684
"Esophageal cancer","TRAK2",0.00466686950516033
"Esophageal cancer","ALS2CR12",0.00466686950516033
"Colorectal cancer","SMO",0.00466563643527999
"Liver cancer","PEA15",0.00466560637200183
"Liver cancer","SYT13",0.00466540093565789
"Stomach cancer","PIEZO1",0.00466421955051609
"Colorectal cancer","CDCP1",0.00466370606504254
"Pancreatic Cancer","HIST1H1C",0.00466260102016641
"Bile duct cancer","IL6",0.00466170407226791
"Liver cancer","BIK",0.00466132092924759
"Colorectal cancer","RIN1",0.00466082874825801
"Colorectal cancer","UPF1",0.00466075333696857
"Liver cancer","RTN4",0.00465983712245844
"Pancreatic Cancer","FHIT",0.0046586603451353
"Pancreatic Cancer","KIT",0.00465739798739584
"Stomach cancer","SMC2",0.00465702725898483
"Liver cancer","CIC",0.00465495977187025
"Esophageal cancer","MCRS1",0.00465461835167035
"Colorectal cancer","OTX1",0.00465440998988438
"Colorectal cancer","CNOT7",0.00465440998988438
"Colorectal cancer","SENP1",0.00465440998988438
"Colorectal cancer","EPRS",0.00465440998988438
"Colorectal cancer","SEMA4F",0.00465440998988438
"Colorectal cancer","TRIM41",0.00465440998988438
"Colorectal cancer","RPUSD2",0.00465440998988438
"Colorectal cancer","SOX13",0.00465440998988438
"Colorectal cancer","PLEKHG6",0.00465440998988438
"Colorectal cancer","BTBD3",0.00465440998988438
"Colorectal cancer","ITPR2",0.00465440998988438
"Bile duct cancer","CTGF",0.00465310374392725
"Pancreatic Cancer","ICAM1",0.00465229056225243
"Colorectal cancer","MAP1S",0.00465090331478955
"Liver cancer","GSTA4",0.00465078626660225
"Liver cancer","WEE1",0.00464936664698919
"Liver cancer","MCM7",0.0046473375751887
"Colorectal cancer","ELF3",0.00464389158944231
"Stomach cancer","E2F4",0.00464363286644254
