"Cancer","Gene","cosine"
"Liver cancer","COL1A2",0.000744167203859117
"Colorectal cancer","KIF23",0.000743987064228356
"Esophageal cancer","PDE4D",0.000743823593992287
"Pancreatic Cancer","ITGB3",0.000743243166673393
"Bile duct cancer","NQO1",0.000743183449676203
"Pancreatic Cancer","CLIC1",0.000742814719657296
"Colorectal cancer","NCOA2",0.000742765955284882
"Stomach cancer","LEF1",0.000742568750536677
"Stomach cancer","PGF",0.000742282248827091
"Pancreatic Cancer","NAA10",0.000742192719027465
"Pancreatic Cancer","POT1",0.000741825014046827
"Bile duct cancer","MAP1LC3A",0.00074154915911751
"Colorectal cancer","HCK",0.000741377361245214
"Pancreatic Cancer","PAX9",0.000741251908421835
"Colorectal cancer","DLGAP5",0.000741230511461407
"Bile duct cancer","ABCC11",0.000740883116154758
"Esophageal cancer","GDF15",0.000740774892269974
"Stomach cancer","RIN1",0.000740648285559208
"Liver cancer","CUL2",0.000740347644356975
"Stomach cancer","ABCC11",0.000740289111338748
"Bile duct cancer","HMGA1",0.00074013204209266
"Stomach cancer","IGBP1",0.000740082963819938
"Colorectal cancer","PHF14",0.000739425861203627
"Colorectal cancer","FBN1",0.000739173740525315
"Colorectal cancer","RAC2",0.000739161721873052
"Liver cancer","FCN2",0.000738917029418409
"Liver cancer","GDF3",0.000738917029418409
"Liver cancer","SOCS7",0.000738917029418409
"Stomach cancer","FGF8",0.000737787111076303
"Colorectal cancer","TMPRSS2",0.000737326065403178
"Pancreatic Cancer","STC1",0.000736921102570211
"Bile duct cancer","PTCH1",0.000736882872762678
"Pancreatic Cancer","PLXNA1",0.000736429622325776
"Liver cancer","XIST",0.000736364631361823
"Bile duct cancer","NR1I3",0.000736360490137938
"Colorectal cancer","GRIN2B",0.000736271251587595
"Pancreatic Cancer","GRB2",0.000735941346531781
"Colorectal cancer","GP6",0.000735251236884206
"Stomach cancer","NCAM1",0.000734333388807564
"Esophageal cancer","WNT11",0.000734288850377486
"Stomach cancer","CPE",0.000734286465184253
"Bile duct cancer","ACTB",0.000734246543340169
"Bile duct cancer","SLC7A1",0.000734087098449345
"Pancreatic Cancer","MIR126",0.000734046133408408
"Colorectal cancer","TMPRSS13",0.000732953785490806
"Pancreatic Cancer","STAT5A",0.000731789367733636
"Colorectal cancer","SMAD5",0.000731558715190125
"Liver cancer","NEIL1",0.000731265764097588
"Colorectal cancer","CD160",0.000731246755424285
"Colorectal cancer","DERL1",0.000731200057237365
"Pancreatic Cancer","TM4SF5",0.00073104858175878
"Stomach cancer","FOXO3",0.000730618926799039
"Colorectal cancer","HES5",0.000730290937591058
"Stomach cancer","CD70",0.000729884710460228
"Stomach cancer","GPC3",0.000729855518430113
"Stomach cancer","VDR",0.000729777582077925
"Stomach cancer","MEF2C",0.000729742717649041
"Stomach cancer","GSDMD",0.000729739756048898
"Pancreatic Cancer","SPATA5",0.000729626813759066
"Pancreatic Cancer","SPRED3",0.000729626813759066
"Pancreatic Cancer","FGF16",0.000729626813759066
"Pancreatic Cancer","SPRED1",0.000729626813759066
"Esophageal cancer","NFE2L2",0.000729512223673569
"Pancreatic Cancer","CD58",0.000729173617909633
"Bile duct cancer","ITGB4",0.00072898120719854
"Pancreatic Cancer","CBX5",0.000728778858477033
"Pancreatic Cancer","PFDN5",0.000728297171296545
"Liver cancer","PDCD10",0.000728021490389321
"Pancreatic Cancer","TBX3",0.000727866354524647
"Stomach cancer","DFFA",0.000727789821685861
"Esophageal cancer","PRX",0.000727653212404328
"Colorectal cancer","SEMA6A",0.000727283666776956
"Stomach cancer","S100B",0.000727050926621213
"Colorectal cancer","MLXIPL",0.000726844269949424
"Colorectal cancer","AFAP1-AS1",0.000726744220728896
"Colorectal cancer","CST3",0.000726616071457165
"Colorectal cancer","IFIT1",0.000726416171095361
"Liver cancer","TNFRSF1B",0.000725324438418719
"Colorectal cancer","WISP3",0.000724818287419336
"Colorectal cancer","CTSE",0.000724782548657632
"Colorectal cancer","NOS1",0.000724695072344606
"Esophageal cancer","ZNF382",0.000724593937664122
"Bile duct cancer","NUDT1",0.000724546297646645
"Colorectal cancer","ONECUT1",0.000723812851109771
"Bile duct cancer","CACNA1G",0.000723453077588515
"Colorectal cancer","MIR30A",0.000723443182176879
"Colorectal cancer","AKR1C2",0.000722284680324789
"Liver cancer","MUC6",0.000721882102813029
"Esophageal cancer","MST1",0.000721500574924694
"Liver cancer","PYGO2",0.000720865945103434
"Stomach cancer","ITGB3",0.000720832995832909
"Liver cancer","IFNGR2",0.000720645466790451
"Liver cancer","LDHA",0.000719603292360764
"Liver cancer","DUOX2",0.000718599932462525
"Stomach cancer","MEF2A",0.000718429606936181
"Colorectal cancer","RANBP3",0.000718054777463404
"Esophageal cancer","ODC1",0.000718032045506701
"Esophageal cancer","GIP",0.000717883684826162
"Liver cancer","HSD11B1",0.000717593894522168
"Pancreatic Cancer","STK33",0.000717193628805573
"Stomach cancer","JAK1",0.000717168660827229
"Liver cancer","CENPF",0.000716854814319937
"Esophageal cancer","RPL7",0.000716764264911591
"Liver cancer","AMN",0.000716317890407015
"Liver cancer","C10orf99",0.00071618112082092
"Stomach cancer","ULBP3",0.000715745676972707
"Liver cancer","ALK",0.000715627561340814
"Colorectal cancer","ADAMTS13",0.000715585596575666
"Esophageal cancer","DZIP1L",0.00071531830700511
"Stomach cancer","TTR",0.00071473325584766
"Liver cancer","STH",0.00071473122439232
"Colorectal cancer","WNT9B",0.000714644436503649
"Bile duct cancer","TSG101",0.000714601454434247
"Pancreatic Cancer","DLL3",0.000714344016995894
"Colorectal cancer","FUT8",0.00071429494427864
"Colorectal cancer","PICK1",0.000714054396081331
"Colorectal cancer","KRT14",0.000713721186746681
"Pancreatic Cancer","TUSC2",0.000713717564348612
"Colorectal cancer","ERCC4",0.000713403253004881
"Stomach cancer","HGD",0.000712812123102091
"Colorectal cancer","RAD51B",0.000711850939629375
"Colorectal cancer","HUNK",0.000711850939629375
"Colorectal cancer","ARFGAP1",0.000711850939629375
"Colorectal cancer","BRDT",0.000711850939629375
"Colorectal cancer","LMO4",0.000711850939629375
"Colorectal cancer","SSX4",0.000711850939629375
"Colorectal cancer","BRD2",0.000711850939629375
"Colorectal cancer","MAOB",0.000711850939629375
"Colorectal cancer","H2AFZ",0.000711850939629375
"Colorectal cancer","TBX19",0.000711850939629375
"Pancreatic Cancer","TOP2A",0.000711526681590747
"Colorectal cancer","CTAGE1",0.000711022210382653
"Stomach cancer","LCK",0.00071092260194643
"Colorectal cancer","E2F8",0.000710888720825203
"Colorectal cancer","UIMC1",0.000710740505971724
"Pancreatic Cancer","SLCO2B1",0.00071041367531811
"Pancreatic Cancer","PPP3CA",0.000710342313170386
"Liver cancer","AFAP1-AS1",0.00071000149158138
"Stomach cancer","PLA2G4A",0.000709959574282946
"Colorectal cancer","DUOXA2",0.000709853734775868
"Stomach cancer","EIF4A3",0.000708785908250334
"Bile duct cancer","LDHB",0.000708772688576389
"Bile duct cancer","PDGFD",0.000708659224704345
"Liver cancer","CCNDBP1",0.000708501730637429
"Colorectal cancer","MGLL",0.000708136229337826
"Esophageal cancer","CALB1",0.000708128995826272
"Pancreatic Cancer","ULK1",0.000707671401479171
"Liver cancer","ADA",0.000707013264160526
"Colorectal cancer","KLK5",0.000706698876595631
"Bile duct cancer","BID",0.000706663227385535
"Liver cancer","CBX8",0.000706556572054193
"Colorectal cancer","MAP4K4",0.0007058922092962
"Bile duct cancer","PLAU",0.000705439832402039
"Liver cancer","RB1CC1",0.000705293371832866
"Stomach cancer","ALDOB",0.000705163287003401
"Bile duct cancer","MAFG",0.000705011463008667
"Bile duct cancer","IHH",0.000704805089744354
"Stomach cancer","U6",0.000704547861097226
"Liver cancer","AKAP13",0.000703622089531239
"Stomach cancer","CBX5",0.000703582427377008
"Stomach cancer","LBP",0.000703502676183561
"Bile duct cancer","TBX21",0.000703383482283522
"Liver cancer","ACIN1",0.000703130089973337
"Bile duct cancer","SOCS1",0.000702919760700286
"Bile duct cancer","ICAM1",0.000702837240129732
"Colorectal cancer","WNT8B",0.00070279582260064
"Bile duct cancer","TWSG1",0.000701776138426939
"Liver cancer","QSOX1",0.000701512235659506
"Esophageal cancer","ANKRD36B",0.000701450437786716
"Pancreatic Cancer","RAP2A",0.000701223454683898
"Stomach cancer","GIPC3",0.000701119748035157
"Pancreatic Cancer","ICOS",0.000700768171073664
"Liver cancer","ARL6",0.000700623102716522
"Bile duct cancer","SLC10A1",0.000700531479592088
"Colorectal cancer","NUDT6",0.000699342212819909
"Pancreatic Cancer","RIPK4",0.000698898912368324
"Colorectal cancer","PLA2G7",0.000698620966448469
"Colorectal cancer","MKL1",0.000697411601253957
"Stomach cancer","ARRB1",0.000697189909043605
"Bile duct cancer","ADIPOR1",0.000696998773745738
"Bile duct cancer","CPM",0.000696923231742787
"Colorectal cancer","ZNF410",0.000696708202736157
"Colorectal cancer","ALDH1L1",0.000696543914764748
"Stomach cancer","CTBP1",0.000696538584479557
"Liver cancer","SPOCK1",0.000695557746756476
"Liver cancer","MTCH1",0.000695491853905076
"Liver cancer","MTBP",0.000695451321805562
"Liver cancer","USF2",0.000695339627277061
"Liver cancer","S100A11",0.000695139795403961
"Liver cancer","HPX",0.000694765004125942
"Esophageal cancer","TNFRSF10B",0.000694486811175438
"Colorectal cancer","TOM1L1",0.000694423150522596
"Stomach cancer","NTRK3",0.000694200644888771
"Pancreatic Cancer","DLD",0.000694093933210129
"Esophageal cancer","KAT2A",0.000692984264466946
"Stomach cancer","MZF1",0.000692901585129533
"Liver cancer","NRCAM",0.000692571652413194
"Colorectal cancer","GSN",0.000692507448232864
"Liver cancer","RPS6KA3",0.000692258565584291
"Stomach cancer","FUS",0.000691210168033004
"Liver cancer","SPAG9",0.000690966866670226
"Pancreatic Cancer","FAT2",0.000690817553520764
"Colorectal cancer","PXDN",0.000690526334465596
"Bile duct cancer","FILIP1L",0.000690197926854772
"Bile duct cancer","NTHL1",0.000689784826776415
"Liver cancer","ERCC1",0.000688642088696206
"Colorectal cancer","FBXL20",0.000688471186135779
"Liver cancer","ORM2",0.000688302421564034
"Liver cancer","TMEM132D",0.000688218872157014
"Colorectal cancer","FKBP15",0.000687906704485513
"Stomach cancer","GLI3",0.000687687031659575
"Pancreatic Cancer","BDNF",0.000687567567556177
"Liver cancer","STC1",0.000687385442932371
"Esophageal cancer","IKBKB",0.000687081117478291
"Bile duct cancer","PCLO",0.000687032218665135
"Colorectal cancer","CDC34",0.00068698489089954
"Esophageal cancer","CACNA2D3",0.000686945159641283
"Pancreatic Cancer","SLC22A1",0.000686875338265442
"Stomach cancer","NID2",0.000686674990240946
"Colorectal cancer","LIPH",0.00068628248210478
"Esophageal cancer","DACT1",0.000685379835458036
"Stomach cancer","ADH1C",0.000684984490925376
"Pancreatic Cancer","CBR1",0.000684973031613814
"Esophageal cancer","TNFRSF14",0.000684707565840482
"Colorectal cancer","SLCO1B3",0.000684699696759617
"Colorectal cancer","CUX1",0.000684040636007962
"Stomach cancer","HBD",0.000682567339112855
"Liver cancer","GSPT1",0.000682189171317828
"Stomach cancer","MCAT",0.000682168206643533
"Colorectal cancer","YWHAZ",0.000681839706950087
"Esophageal cancer","ERRFI1",0.000681291962080109
"Pancreatic Cancer","CDKN2D",0.000681145271845683
"Liver cancer","LGALS9",0.000680986533969359
"Stomach cancer","BRD7",0.00068087753213936
"Liver cancer","KLF10",0.000680636143232518
"Liver cancer","HSPA1A",0.000680075421661989
"Bile duct cancer","PGP",0.000679914833089284
"Colorectal cancer","HFE2",0.000679136276517888
"Esophageal cancer","PAX4",0.000678659279793022
"Colorectal cancer","ABCC1",0.000678603834789226
"Liver cancer","SPRY4",0.00067812046778373
"Stomach cancer","POU2F2",0.000678118165480305
"Bile duct cancer","NR5A2",0.000677646573199891
"Liver cancer","SFRP4",0.000677609539813195
"Pancreatic Cancer","TOX3",0.000677508080477165
"Stomach cancer","LGALS1",0.000677473042948688
"Pancreatic Cancer","CCR4",0.00067699627330937
"Pancreatic Cancer","ALDH2",0.000676996221088159
"Bile duct cancer","TUSC3",0.000676659539684932
"Colorectal cancer","NEFH",0.000675598701823234
"Liver cancer","ABCB1",0.000675499950544448
"Colorectal cancer","MIR23A",0.000674942956684676
"Pancreatic Cancer","ST8SIA2",0.000674436444535269
"Esophageal cancer","SMAD7",0.000674233406256638
"Esophageal cancer","OCLN",0.000673991767568783
"Bile duct cancer","COL1A2",0.000673736844878058
"Colorectal cancer","IFI6",0.000672899596352217
"Colorectal cancer","USP10",0.000672863886405294
"Colorectal cancer","SMARCA1",0.000672802357190461
"Colorectal cancer","NEK11",0.000672303665205521
"Colorectal cancer","SURF1",0.000672303665205521
"Colorectal cancer","ABCA6",0.000672303665205521
"Colorectal cancer","ABCA10",0.000672303665205521
"Colorectal cancer","ABCA9",0.000672303665205521
"Colorectal cancer","KCNK5",0.000672303665205521
"Colorectal cancer","DNAH8",0.000672303665205521
"Pancreatic Cancer","REG1A",0.000672194065305165
"Pancreatic Cancer","PRDX5",0.000672020690734888
"Colorectal cancer","TFCP2",0.000670811073300101
"Esophageal cancer","FOXO1",0.000670152984297049
"Liver cancer","TXNL1",0.000669287164243397
"Esophageal cancer","RBMS3",0.000669109448186948
"Colorectal cancer","ETS2",0.00066812104529875
"Pancreatic Cancer","WNT5B",0.000667541547345242
"Stomach cancer","ARHGAP35",0.000667250079716988
"Colorectal cancer","PDCD6IP",0.000667096195053832
"Stomach cancer","FAT3",0.000667013767343057
"Esophageal cancer","TRPM8",0.000666911078477118
"Colorectal cancer","LGALS1",0.000666828075315201
"Liver cancer","KLF4",0.000666555194499465
"Pancreatic Cancer","ATF3",0.000665836242508297
"Esophageal cancer","TRPC1",0.000665825523938541
"Bile duct cancer","AXIN2",0.000664880029912115
"Liver cancer","ERH",0.000664549919876476
"Pancreatic Cancer","KEAP1",0.000664288920695038
"Colorectal cancer","OPN3",0.000664104840020088
"Bile duct cancer","NFKBIA",0.000663838412476211
"Stomach cancer","RAD9A",0.000663619979028573
"Stomach cancer","HMGA2",0.000662697646017133
"Colorectal cancer","MORF4",0.000662220342183512
"Liver cancer","LIMK1",0.00066213217797733
"Colorectal cancer","SMC1A",0.00066203908795419
"Liver cancer","CDX2",0.000661953520099255
"Stomach cancer","ECM1",0.000661822910538819
"Pancreatic Cancer","PPM1D",0.000661135099356641
"Liver cancer","TXNRD1",0.000661044638759731
"Pancreatic Cancer","BTRC",0.000660530989814771
"Bile duct cancer","HNF4A",0.000660062758959062
"Colorectal cancer","PRUNE",0.000659629675761424
"Pancreatic Cancer","MCM7",0.000659496817910939
"Stomach cancer","JAG1",0.000659491687586821
"Esophageal cancer","SPRR2A",0.000659286506160666
"Liver cancer","ALOX12",0.000658025321057682
"Liver cancer","UCHL1",0.000657788549234551
"Colorectal cancer","SOSTDC1",0.000657434832657765
"Esophageal cancer","CENPS",0.000657301893552682
"Liver cancer","ZHX3",0.000656815137260808
"Stomach cancer","CAPZA2",0.000656765780444009
"Liver cancer","COL1A1",0.000656170143734281
"Liver cancer","GRP",0.00065518586273531
"Bile duct cancer","PTGER2",0.000654686565041379
"Pancreatic Cancer","KLK10",0.000654278827853728
"Bile duct cancer","HLA-B",0.000654263942199692
"Liver cancer","RPS15",0.000653381064253562
"Colorectal cancer","MIR424",0.000652583473834205
"Esophageal cancer","LDOC1",0.000652449805756857
"Liver cancer","SP4",0.000652258922479854
"Pancreatic Cancer","FAM3B",0.000652229222071897
"Pancreatic Cancer","UIMC1",0.000651805635178126
"Liver cancer","NRG1",0.000651775946209291
"Liver cancer","C1QBP",0.000651465095285337
"Liver cancer","CA2",0.000651429308648322
"Liver cancer","SRC",0.000651101961130352
"Pancreatic Cancer","USP15",0.000651045738330698
"Colorectal cancer","GPX3",0.000650873545790856
"Pancreatic Cancer","MAGEC2",0.000650676052002079
"Pancreatic Cancer","TP53INP1",0.00064996227209665
"Liver cancer","DVL1",0.000649788690493222
"Bile duct cancer","TUSC2",0.000648767605429614
"Liver cancer","CD80",0.00064860528602992
"Colorectal cancer","ABCA5",0.000647919225976506
"Esophageal cancer","MACROD2",0.000647915765842469
"Bile duct cancer","MUTYH",0.000647907584763815
"Colorectal cancer","KIR2DL3",0.000647067253282506
"Colorectal cancer","RCOR1",0.000647067253282506
"Liver cancer","SDF4",0.000646670114153844
"Pancreatic Cancer","PELP1",0.000646273179621107
"Esophageal cancer","HNRNPD",0.000646153981279768
"Stomach cancer","LPO",0.000645259377106427
"Liver cancer","CEL",0.000644607398033565
"Liver cancer","CYP2R1",0.000644578185763274
"Esophageal cancer","DIRAS1",0.000644334491401728
"Esophageal cancer","PTTG1IP",0.000644320457900728
"Stomach cancer","CPA6",0.000644096995443263
"Colorectal cancer","VSIG1",0.000643220906582128
"Esophageal cancer","SOX7",0.000643219672939875
"Esophageal cancer","P2RX7",0.000643107022129783
"Colorectal cancer","EPAS1",0.000642925341803477
"Pancreatic Cancer","MUTYH",0.000641494300124564
"Liver cancer","CRY2",0.000641167912742232
"Stomach cancer","ZIC2",0.000640883600896975
"Stomach cancer","TCFL5",0.000640769452544081
"Bile duct cancer","CD80",0.00064058521006618
"Esophageal cancer","SOX10",0.000640193136329262
"Colorectal cancer","PHF6",0.000639460815605812
"Bile duct cancer","OAT",0.000639335893393627
"Liver cancer","CLEC4G",0.0006390633767943
"Liver cancer","USF1",0.000638728343437828
"Bile duct cancer","TCF4",0.000638714340411495
"Pancreatic Cancer","TPH1",0.000638693819044716
"Stomach cancer","GMNN",0.000638553126409685
"Esophageal cancer","MALAT1",0.000637809524416845
"Colorectal cancer","EPHA10",0.000636919261773651
"Colorectal cancer","PPM1H",0.000636919261773651
"Colorectal cancer","BCL2L15",0.000636919261773651
"Colorectal cancer","SDCCAG3",0.000636919261773651
"Colorectal cancer","GOLPH3L",0.000636919261773651
"Colorectal cancer","MYLKP1",0.000636919261773651
"Colorectal cancer","RUNDC3B",0.000636919261773651
"Colorectal cancer","THBS4",0.000636919261773651
"Colorectal cancer","EPHA1",0.000636919261773651
"Colorectal cancer","PFKFB3",0.000636603100980619
"Liver cancer","STARD7",0.000636342305808585
"Colorectal cancer","USP9X",0.000636236447372708
"Colorectal cancer","TSGA10",0.00063592459965387
"Stomach cancer","GADD45G",0.000635611795055268
"Liver cancer","NAPSA",0.000635595250474447
"Stomach cancer","TMED6",0.00063557978752646
"Stomach cancer","COG8",0.00063557978752646
"Stomach cancer","CLDN22",0.00063557978752646
"Stomach cancer","MFHAS1",0.00063557978752646
"Stomach cancer","PPP1R3B",0.00063557978752646
"Stomach cancer","CLDN16",0.00063557978752646
"Stomach cancer","CLDN17",0.00063557978752646
"Colorectal cancer","TNRC6C",0.000635447983304068
"Stomach cancer","WNT11",0.000634813204896162
"Liver cancer","PPARD",0.000633525655556696
"Stomach cancer","MFNG",0.00063309180511328
"Pancreatic Cancer","LAMP2",0.000632730564188624
"Stomach cancer","ITGA4",0.000632402802796753
"Liver cancer","GART",0.000632160121649495
"Colorectal cancer","KLF10",0.000631941339785955
"Stomach cancer","CELSR2",0.000631693355498245
"Bile duct cancer","ROCK2",0.000631307551514568
"Colorectal cancer","SARNP",0.000631098387703772
"Stomach cancer","KRT4",0.00063095207320206
"Bile duct cancer","HSF1",0.000630898064608234
"Bile duct cancer","FGF2",0.000630168451320063
"Liver cancer","GIT1",0.000629844259231874
"Liver cancer","FGFR4",0.000628821714738827
"Liver cancer","TET2",0.000628539378579214
"Stomach cancer","ADAM15",0.000628167627262979
"Esophageal cancer","PTX3",0.00062791256446704
"Liver cancer","CEACAM6",0.000627534377120898
"Pancreatic Cancer","AKR1B1",0.000627363596428286
"Liver cancer","GARS",0.00062714776637905
"Esophageal cancer","LTB4R2",0.0006270773253197
"Colorectal cancer","FERMT2",0.000627067066190828
"Pancreatic Cancer","MUC7",0.000626548673364437
"Stomach cancer","ANXA7",0.00062632269532603
"Stomach cancer","MAPRE3",0.000626085455466965
"Pancreatic Cancer","PIK3CG",0.000626076210355333
"Esophageal cancer","HSPB1",0.000625948277788031
"Esophageal cancer","EFNB3",0.000625903518629471
"Pancreatic Cancer","MIR10B",0.000625822915391696
"Pancreatic Cancer","M6PR",0.000625481238586041
"Colorectal cancer","GREM2",0.000625112393900147
"Bile duct cancer","SAA1",0.000624625045136218
"Colorectal cancer","MDC1",0.000624241254092567
"Liver cancer","DHDDS",0.000623802154760227
"Colorectal cancer","VANGL1",0.000623680661222842
"Liver cancer","RIPK3",0.000623505202075597
"Bile duct cancer","MMP28",0.000622576791150882
"Liver cancer","ELF4",0.000622508563697501
"Liver cancer","ANAPC11",0.000622245919510239
"Pancreatic Cancer","JAG1",0.000622188390674351
"Pancreatic Cancer","DKK3",0.000622183372459226
"Esophageal cancer","EGFL7",0.000622165007405386
"Liver cancer","APPL1",0.000621910519298507
"Bile duct cancer","ERBB4",0.000621872624013197
"Colorectal cancer","ADAM9",0.000621061188957648
"Colorectal cancer","ADCY1",0.000620961878862072
"Pancreatic Cancer","IGFBP1",0.000620719332309855
"Pancreatic Cancer","IDO1",0.000619968158433303
"Liver cancer","ZFX",0.000619947248326241
"Esophageal cancer","MUC2",0.000619840789089736
"Bile duct cancer","CAV2",0.000619183835708153
"Colorectal cancer","SUMO1",0.000618064201621822
"Liver cancer","DCD",0.000617556494628735
"Esophageal cancer","ASNS",0.000616945748011804
"Liver cancer","TRIM28",0.000616414396512762
"Liver cancer","NR4A2",0.000616179009058018
"Pancreatic Cancer","EIF4EBP1",0.000615519956627083
"Esophageal cancer","SLC12A3",0.000615255589328445
"Colorectal cancer","SLC4A3",0.000614275436355276
"Bile duct cancer","DHDDS",0.000614266153445369
"Stomach cancer","GSDMC",0.00061384137541487
"Bile duct cancer","SOD2",0.000613616120327339
"Colorectal cancer","SSTR5",0.000613255501512557
"Pancreatic Cancer","PSMD10",0.000613019233481369
"Pancreatic Cancer","DCN",0.00061275722920359
"Esophageal cancer","AKAP12",0.000612504272001881
"Colorectal cancer","ANXA7",0.000612308004829338
"Stomach cancer","TRAK2",0.000612123135107633
"Stomach cancer","ALS2CR12",0.000612123135107633
"Colorectal cancer","SLC2A4",0.000612022933675402
"Liver cancer","MAP3K7",0.000611915589215397
"Liver cancer","LAMC2",0.000611712705652505
"Stomach cancer","RFC1",0.000611270657271739
"Bile duct cancer","MLH1",0.000611090837146282
"Stomach cancer","SSH2",0.000610963269484852
"Colorectal cancer","CHD5",0.000610186550467951
"Colorectal cancer","NELL1",0.000610009420442789
"Colorectal cancer","PSMC4",0.000609838543183947
"Esophageal cancer","RAC3",0.000609765360672859
"Bile duct cancer","CKS2",0.00060955369698209
"Stomach cancer","COL4A6",0.000609487435852748
"Esophageal cancer","PTPN13",0.000608768933315349
"Esophageal cancer","CD160",0.000608489049400583
"Colorectal cancer","NAA10",0.000607864181160269
"Colorectal cancer","ARTN",0.000607837765885554
"Liver cancer","CGA",0.000607233294320986
"Stomach cancer","MTNR1A",0.00060624533579447
"Stomach cancer","FOXH1",0.000606171477155926
"Esophageal cancer","FGF12",0.000606071555705855
"Stomach cancer","FHL2",0.000605526013504371
"Colorectal cancer","WARS",0.000605073298684969
"Colorectal cancer","RNF20",0.000605073298684969
"Colorectal cancer","RNF40",0.000605073298684969
"Colorectal cancer","U2AF1",0.000605073298684969
"Colorectal cancer","OAS2",0.000605073298684969
"Colorectal cancer","C1QBP",0.000605064793292421
"Esophageal cancer","UHRF1",0.000604850819101348
"Colorectal cancer","PRMT5",0.00060475638805531
"Pancreatic Cancer","BUB1B",0.000604692415365516
"Liver cancer","PCM1",0.000603247242530107
"Bile duct cancer","HOXA5",0.000603123265627856
"Colorectal cancer","S100A1",0.000601926227241497
"Liver cancer","PRKCZ",0.000601613124449041
"Pancreatic Cancer","GH2",0.000601409173187905
"Esophageal cancer","ORM1",0.000601073524986107
"Esophageal cancer","PTPRJ",0.000600483014012537
"Colorectal cancer","SOX4",0.000600232556740808
"Pancreatic Cancer","ADAM23",0.000600127829452975
"Esophageal cancer","CSE1L",0.00059983953891072
"Esophageal cancer","FASN",0.000599507479559572
"Esophageal cancer","AGR2",0.000598322561322007
"Stomach cancer","POLB",0.000597902304156819
"Liver cancer","HOXA13",0.000597435698514446
"Bile duct cancer","SOX2",0.000597046151161325
"Liver cancer","NKD1",0.000596981711445926
"Esophageal cancer","CEL",0.000596024658093269
"Bile duct cancer","CCND1",0.000596016932569289
"Bile duct cancer","FGFR3",0.000595675769168923
"Bile duct cancer","XPO1",0.000594458750483196
"Bile duct cancer","CCL2",0.000594209397365911
"Esophageal cancer","PPP3CA",0.00059391860689956
"Bile duct cancer","PDCD4",0.000593519544903897
"Stomach cancer","ENAH",0.000593507366296332
"Stomach cancer","DR1",0.00059341383743558
"Stomach cancer","UGCG",0.000593030043248949
"Esophageal cancer","PSMD1",0.000592212488490762
"Esophageal cancer","IL17A",0.000592178507558321
"Esophageal cancer","VWF",0.000591751021976767
"Stomach cancer","TFAP4",0.000591588136423789
"Pancreatic Cancer","SNW1",0.000591541999669799
"Stomach cancer","DPYS",0.000591468579536059
"Colorectal cancer","ANXA3",0.000591362765927705
"Liver cancer","UGT2B11",0.000591133623534728
"Liver cancer","CHST4",0.000591133623534728
"Colorectal cancer","TCN2",0.000591036189191667
"Pancreatic Cancer","SGK1",0.000590825147473296
"Colorectal cancer","MIR211",0.000590315413351189
"Colorectal cancer","PPBP",0.000590315413351189
"Bile duct cancer","BTG3",0.000590118613277809
"Bile duct cancer","MUC13",0.000589923637438754
"Pancreatic Cancer","LNX1",0.000589911040911585
"Pancreatic Cancer","MOB1B",0.000589911040911585
"Pancreatic Cancer","FRMD6",0.000589911040911585
"Pancreatic Cancer","WWC1",0.000589911040911585
"Pancreatic Cancer","WWC2",0.000589911040911585
"Pancreatic Cancer","FRMD1",0.000589911040911585
"Colorectal cancer","SNCAIP",0.00058944489172015
"Stomach cancer","GPA33",0.000588927493816223
"Colorectal cancer","EFEMP2",0.000588870298761155
"Stomach cancer","CCL17",0.000588215943625155
"Liver cancer","PROS1",0.000588199939800645
"Colorectal cancer","ZNF331",0.000588176160377256
"Esophageal cancer","HMGCS2",0.000587955016901154
"Stomach cancer","SOX7",0.000587869051778291
"Bile duct cancer","EBP",0.000587780917459552
"Stomach cancer","CCNB2",0.0005867807987402
"Liver cancer","KCNQ1",0.000586376900047992
"Liver cancer","THAP11",0.000585561005708912
"Liver cancer","TUBB3",0.000585456338181896
"Esophageal cancer","AMBP",0.000585243573320861
"Pancreatic Cancer","OXT",0.000585162662526466
"Liver cancer","IRF7",0.000584680204846438
"Pancreatic Cancer","ERCC4",0.000584587235539695
"Bile duct cancer","COL4A1",0.000584108388969111
"Stomach cancer","SERPINH1",0.000583763138055685
"Pancreatic Cancer","APPL1",0.000583356085183433
"Pancreatic Cancer","ADAM12",0.000582801368375707
"Esophageal cancer","IRF7",0.000582421541675282
"Stomach cancer","NPY",0.000582388642053555
"Bile duct cancer","CXCL2",0.000580932528724117
"Bile duct cancer","CYP1B1",0.000580346991431479
"Liver cancer","ATP5B",0.000579063812082437
"Colorectal cancer","PPP2R1A",0.000578793988481341
"Stomach cancer","URGCP",0.000578671476767858
"Stomach cancer","RAMP3",0.000578579682675154
"Esophageal cancer","FAT1",0.000578473231109205
"Stomach cancer","PPY",0.000578250026635583
"Stomach cancer","GLA",0.000577798166092895
"Bile duct cancer","IL21",0.000577608298546973
"Esophageal cancer","LGR5",0.000577553958530108
"Colorectal cancer","NID1",0.000577515619414026
"Bile duct cancer","EIF2AK3",0.000577171991588972
"Esophageal cancer","NKD1",0.000577170974811999
"Esophageal cancer","PLK3",0.000576760356782049
"Liver cancer","PPBP",0.000576715730277783
"Liver cancer","PTPN1",0.000576386387527666
"Colorectal cancer","CDON",0.000576260284461875
