"Gene","Bile duct cancer","Colorectal cancer","Esophageal cancer","Liver cancer","Pancreatic Cancer","Stomach cancer","total"
"CCNE1",0.00149384403292287,0.010598825408944,0.00242197718671702,0.0123530398088148,0.00627819759932188,0.0115197626302028,0.0446656466669233
"RAC1",0.00266277475593194,0.0142554173070243,0.00127597508949856,0.00595555092423848,0.0140214990260793,0.00641225421599878,0.0445834713187714
"CDKN1B",0.00369146017137188,0.0104639832417648,0.00195307394186788,0.00834874083097871,0.00653672182475623,0.0134504852054562,0.0444444652161957
"MUC6",0.0147759338765912,0.0022435695695298,0.00083607674079374,0.000721882102813029,0.00595813691186781,0.0198385037387971,0.0443741029403927
"PIK3CA",0.00424126977559631,0.0226714637860628,0.00596025426103589,0.00346495986155051,0.00236916092178601,0.00526246005108775,0.0439695686571192
"MAPK3",0.00152765714260035,0.00917300112102019,0.00396400683972079,0.00921198438307226,0.00766301088592159,0.0123460331814637,0.0438856935537988
"POMP",0.013498503948814,0.0021264931107537,0.017639235771268,5.28733471139221e-05,0.00540126284049182,0.00509334330620329,0.0438117123246447
"KRT20",0.0165980364100497,0.0149605832472913,0.000793395875962404,0.003516913586988,0.00331428459175324,0.00423176256230287,0.0434149762743475
"NOTCH1",0.00593417006000727,0.00732696915875066,0.00323592888123013,0.0119846917170918,0.00853422562264877,0.0063865161072466,0.0434025015469752
"STAT3",0.000812936546864525,0.00765828998551599,0.00283120372651149,0.0112120902271219,0.00953381383513696,0.0110610303796439,0.0431093647007947
"FGFR2",0.0108867687223271,0.00376191838551854,0.00387540210328908,0.000296615645355646,6.87468161510827e-05,0.0237465722064202,0.0426360238790616
"PSCA",0.00436076976082229,0,0.00112664116400142,0.000117350976010829,0.00731597296953976,0.0296477076366306,0.0425684425070049
"MMP7",0.00391864788995181,0.0224207796122055,0.00336732380520801,0.00166966089720672,0.00342554175414298,0.00754868968713567,0.0423506436458507
"KRT19",0.0155221331487737,0.00324111448053898,0.00118906379074474,0.0160561436039515,0.00317728973128816,0.00314353537065241,0.0423292801259495
"CCS",0.00860905775870702,0.0154128910852196,0.00752635765353009,0.00402201928432781,0.00263276507943081,0.00404971854993942,0.0422528094111547
"IL10",0.00162525744201978,0.00694528585897031,0.00204742090391528,0.0071735685577246,0.00424849985602751,0.0200678279146444,0.0421078605333019
"AGA",0.00226943312657546,0.00947677598253473,0.00913237146387231,0.00130361388345165,0.00739259639323249,0.0123809797069197,0.0419557705565863
"MSH6",0.00135137699548579,0.0362196651499317,0.000391360623487962,0.000102278555887507,0.0018154828526805,0.00172839032311956,0.041608554500593
"EPCAM",0.00278221407122997,0.0188199001700742,0.00262645980506384,0.0101193485723273,0.00306648289187895,0.00401699622698298,0.0414314017375573
"XIAP",0,0.0144168388989337,0.00704896481416035,0.00813327619085286,0.00924973453087896,0.0024157936309601,0.041264608065786
"MCC",0.00480236592212124,0.0188270069084629,0.00755706797182032,0.00161693635487501,0.00139418768989645,0.00706300300152318,0.0412605678486991
"OGG1",0.00597053571186921,0.0107769595478407,0.00112584041043583,0.00751080352326199,0.00551073938682162,0.0103381920373725,0.0412330706176018
"MAP2K1",0.00162710583193958,0.0160690234449373,0.00102482855026988,0.0069005641235483,0.00865916006338468,0.00694759638575124,0.041228278399831
"GSTM1",0.000554761577792616,0.015279667286269,0.00520493616888185,0.00680281569269874,0.00470803109822878,0.00855861423576742,0.0411088260596384
"ERCC1",0.00201930863096492,0.0121504920665969,0.00949754647814645,0.000688642088696206,0.00244000590908665,0.0135446190594013,0.0403406142328923
"IL1B",0.00400109348272918,0.0111577335427683,0.00133382579500756,0.00850174381136562,0.00434094541087255,0.0105407343087525,0.0398760763514957
"SRC",0.00239092810320449,0.0123626079824977,0.00845234644054011,0.000651101961130352,0.00661717848227655,0.00878471269554213,0.0392588756651914
"MMP2",0.00415193532574629,0.0116671752400045,0.00287838117067637,0.00704361596091783,0.00419814103555584,0.00923228122312855,0.0391715299560294
"NOV",0.00672877344632555,0.0126431199473449,0.00274480012945093,0.000298501799676912,0.00722753426814531,0.00924247812827513,0.0388852077192187
"MCL1",0.0064319907322577,0.00717906446522171,0.00209995744322992,0.0126429087315856,0.00672383037873227,0.00355752060287942,0.0386352723539066
"ABCB1",0.00199367729729729,0.0196530656663788,0.00361435763215495,0.000675499950544448,0.00453839037393936,0.00801114629011184,0.0384861372104266
"XRCC1",0,0.0135902904792404,0.00653593462996209,0.00571744653552095,0.00332323357901076,0.00930197808984823,0.0384688833135824
"RET",0.00430185615020611,0.00989244382363915,0.00287436656575024,0.0041350123204932,0.0143295970946627,0.00273599805144542,0.0382692740061968
"NFKBIA",0.000663838412476211,0.0148706618261184,0.000145083983471016,0.00893108661251995,0.00872228571980152,0.00483385201583019,0.0381668085702173
"GAPDH",0.000178026134947203,0.0107655416585852,0.00087223846229079,0.0148202763213636,0.00123541735254512,0.0102530107134811,0.038124510643213
"VDR",0.000896051189281359,0.0310313171531646,0.00316397864617499,0.000250332522059057,0.00157209865345028,0.000729777582077925,0.0376435557462082
"CXCR2",0.000831203657320413,0.00937180241745546,0.00747495495326992,0.00308382491532977,0.0144605884681754,0.00241459216530952,0.0376369665768604
"GPC3",0.00153302081477677,0.000171985349696745,0.000139687920428447,0.0342486288305128,0.000766364564295973,0.000729855518430113,0.0375895429981408
"CYP2E1",0,0.00846872864210475,0.0111155515281698,0.00727264846643312,0.000541572710433268,0.0100659317033312,0.0374644330504721
"IGF1R",0.00233311366915579,0.00912432874621015,0.00199002937375724,0.00940534522393945,0.00959363511609135,0.00495329219428225,0.0373997443234362
"FEZF2",0.0020379787031078,0.0108044834008564,0.00778173375674219,0.00615683927447643,0.00591254446899603,0.00459677503823428,0.0372903546424132
"PDCD1",0.00236894655881119,0.0067739206842834,0.00232320247460195,0.00511808448064731,0.0159630157291566,0.00470873000667193,0.0372558999341724
"BLM",0,0.00353822626871425,0.0326971467212369,0,0.000194099809293612,0.000768604092738709,0.0371980768919835
"IGF2-AS",0.00012041364370277,0.0130127922543222,0.00255264273855154,0.0168591135295783,0.000430182616871088,0.00417724058804623,0.0371523853710721
"NRAS",0.0012633316446985,0.0073640119309841,0.00141080387784107,0.0189871422526568,0.00422526959519671,0.00380454645728052,0.0370551057586577
"GRP",0.000266363032103165,0.0143091579466198,0.00204416825899896,0.00065518586273531,0.00736387466144697,0.0122276109523539,0.0368663607142582
"TLR4",0.00208531332717251,0.0123461697904511,0.00271815026967054,0.00423383488014188,0.00439539373266684,0.0110171158549477,0.0367959778550506
"ATM",0.00259238384311128,0.0130983630321496,0.00357174977974786,0.000914809104037968,0.00665496516196061,0.00984301858724044,0.0366752895082477
"TGFBR2",0.000254876595973742,0.0181268561719941,0.000312884485953087,0.00487307446775396,0.0103178950496896,0.00277253036864846,0.0366581171400129
"CDH2",0.00214669914225846,0.00200363298306121,0.00140693257691567,0.0126743542716146,0.00929251154851329,0.00888712851231131,0.0364112590346745
"TCF7L2",0.00124414415839879,0.0254146083634446,0.0046374639085212,0.0021742085135655,0.00150959442689214,0.0014017192222578,0.03638173859308
"TNS1",0.0020139502797024,0.0103080105847373,0.00251727602739093,0.0129124034587459,0.00165769783312772,0.00694572224561428,0.0363550604293185
"TERT",0.00020782844174041,0.00549691224409,0.000965534304348772,0.0149023585165185,0.00729889246344596,0.00739503228597003,0.0362665582561137
"IMPACT",0.000506699486440306,0.0187842513068945,0.0017525850279173,0.00562182658353996,0.000308279190319828,0.00923762358101294,0.0362112651761248
"PLAU",0.000705439832402039,0.0143977677767256,0.00187439898809188,0.00516713029859356,0.0039093152012396,0.0100101429887734,0.0360641950858261
"AGT",0.000145319351180742,0.0124720981435352,0.00175903612314622,0,0.00545545901558928,0.0157905455632029,0.0356224581966543
"EPO",0.0095822257092153,0.00413192157406058,0.00820900824677387,0.000999355183215366,0.00873822559616405,0.00389944231564989,0.0355601786250791
"SMAD3",0.000219616353645572,0.0095224430240736,0.00198102520335144,0.00945669261311114,0.00594920178374206,0.0084194586657978,0.0355484376437216
"CCL2",0.000594209397365911,0.0162889515473139,0.00295268423044819,0.00284739558770286,0.00631901150556139,0.00654515562896072,0.0355474078973529
"ALDH2",0,0.00573994782737497,0.0135955617911057,0.00554805849952039,0.000676996221088159,0.00971777905279896,0.0352783433918882
"SMUG1",0.0092164190736788,0.00309310563936832,0.0132754565821693,0.00462625777021407,0.00359218676029726,0.00144188070514065,0.0352453065308684
"DNMT1",0.0015992748918088,0.0121830637663564,0.00144470373919218,7.05339891247659e-05,0.0103310513869054,0.00951481195570798,0.0351434397290955
"HRAS",0.00258960372325048,0.00963035962730658,0.000515539483762397,0.00875294571561645,0.00933443166174451,0.00418196558520245,0.0350048457968829
"ADA",0.00163187795237589,0.00859832947132854,0.00476979238167073,0.000707013264160526,0.0097019748541927,0.00958242626895188,0.0349914141926803
"MUTYH",0.000647907584763815,0.0314743066390097,3.72383369627363e-05,0,0.000641494300124564,0.00196760832348905,0.0347685551843499
"GSK3B",0.00216791294964029,0.0178963167903059,0.00405310231939387,0.00561610174268236,0.0010531277586463,0.00393217196267687,0.0347187335233456
"BRCA1",0.000851972345567094,0.0140901121491277,0.00182280855469958,3.32024016067889e-05,0.0115508104984429,0.00631213163770439,0.0346610375871485
"KRT7",0.0126484108005552,0.00531152178031501,0.00276731264284353,0.00893430516443642,0.00403670495645215,0.000910710827681585,0.0346089661722839
"RHOA",0.000317474576829312,0.00920316299506157,0.00149836361339676,0.00423242455583826,0.00669657582106522,0.0126270554363861,0.0345750569985773
"PDCD2",0.000275301506782695,0.00551530433025803,0.00131520001593831,0.00601161536538063,0.0162203241107423,0.00520479844381407,0.0345425437729161
"VEGFA",0.00365073196419962,0.00651745330963678,0.00127247412764157,0.0167853805620238,0.00297673799694601,0.00271012771040134,0.0339129056708491
"LOX",0.00102773291387393,0.00870627482147518,0.00031248408262053,0.0049775397741209,0.0119690996570012,0.00674352351691448,0.0337366547660062
"PDCD5",2.58838554507204e-05,0.0153960593453928,5.14255791865394e-05,0.00906240438279118,0.00147815968948519,0.00771978743611111,0.0337337202884175
"IL1RN",0.0012222869850793,0.00100628028406881,0.000200804793555123,0.000119518872403231,0,0.0311373536474639,0.0336862445825704
"MVD",0.00379778337596469,0.00610328843589874,0.00400762995505306,0.00859523020054206,0.00401054813267041,0.00680178328627153,0.0333162633864005
"CD274",0.00556280737059643,0.00414268439418041,0.0020386889177635,0.00652431304834388,0.0109201428441689,0.00401059458121345,0.0331992311562666
"MAG",0.00283815802384978,0.00601482423766961,0.0055509683051738,0.00153823519157721,0.00651240883787912,0.0107289025467295,0.033183497142879
"KRT8",0.00368167043276106,0.00720734880585229,0.0024690096094342,0.0122355995400035,0.00641571675100536,0.00117415158534351,0.0331834967243999
"CXCR1",0,0.00777194923686163,0.00284202759619333,0.000917796665746753,0.0178130616130532,0.00370697958144832,0.0330518146933033
"PNP",0.000424334870326305,0.0105843100708627,0.000161534631731989,0.00479591439205087,0.0127438681247882,0.00424456881302553,0.0329545309027856
"ACTB",0.000734246543340169,0.0105599375982307,0.000240012339633745,0.0136145999520929,0.00184250151999913,0.00559061907498249,0.0325819170282791
"HBD",0.0269936288672419,0.00180491662486851,0.000763552567637657,0.00164574102295092,0.000515027582401163,0.000682567339112855,0.032405434004213
"GIF",0.00213363877446467,0.00374276790521102,0.018455236834553,0,0,0.00792121340153884,0.0322528569157675
"FGFR1",0.00216417733066677,0.00291117844564638,0.00420395293550085,0.00677921805586867,0.00980359867488848,0.0063905492576091,0.0322526747001802
"ELANE",0,0.00282165596386463,0.00269083403192197,0.0266185879005211,0,0.000121218135867078,0.0322522960321748
"CD80",0.00064058521006618,0.0129420290038742,0.00735395796854083,0.00064860528602992,0.00426427915562236,0.00631439838731615,0.0321638550114496
"CCKBR",0.000135393076866966,0.0162734375650057,0,0.000229897783173032,0.00580992296261797,0.00946207848642594,0.0319107298740896
"SFRP1",0.00370799628906144,0.0087291272930957,0.00171264391006385,0.006032007071537,0.00483423889892571,0.00686956946574312,0.0318855829284268
"SST",0.00200747506297414,0.00337763362018103,0.00176836718912588,5.9110726083473e-05,0.0170931387553145,0.0075761466087101,0.0318818719623891
"IGF1",0,0.013473736480285,0.00279939807013662,0.0014068005634451,0.0113985647818288,0.00277796975060218,0.0318564696462977
"SMAD7",0,0.013521989690574,0.000674233406256638,0.00419655835147486,0.00698130055692295,0.00638083608295349,0.0317549180881819
"HDAC1",0.00433655434633277,0.00841592996712674,0.00154425740244026,0.00921650290971208,0.00459436700350008,0.00360157619825337,0.0317091878273653
"PDHX",0.00384497755974035,0,0.000450856276041003,0.000431089165093898,0.0268868827074551,0,0.0316138057083304
"ABO",0,0.0013643053765809,0,0.00626432710744996,0.00618181474584543,0.0177759390934527,0.031586386323329
"DPYD",0.0045302069762058,0.0173379526663538,0.00130784486032401,0.00100535763193241,0.00227699577936659,0.00490328199325419,0.0313616399074368
"CXCL12",0.00276958264363331,0.00348308421952586,0,0.00044199478202618,0.0181540116178474,0.00650974909192314,0.0313584223549559
"SNAI1",0.00237203156486753,0.0101402654662856,0.000526764295982302,0.00715010292900662,0.00668774690477704,0.00425682573197258,0.0311337368928917
"NOS2",0.00158256022020653,0.0141652687498103,0.000137534700847159,0.00157091086495236,0.00289151593008645,0.0105473656731654,0.0308951561390683
"PLAUR",0,0.00920218965783328,0,0.00759348876774785,0.00202411693596574,0.0117726860481094,0.0305924814096563
"GCG",0.00274852015729439,0.00960480851566419,0.00357716965709539,6.35900770969375e-05,0.00874780096056595,0.005759123423188,0.0305010127909049
"TH",0.00342974259249372,0.00835187885526943,0.0051945156805353,0.00565860086705698,0.00115368086685276,0.00651933919187653,0.0303077580540847
"TYR",0.000975718272832366,0.00980775237269996,0.00177946390055651,0.00440069813284023,0.00947268256341871,0.00383084176040692,0.0302671570027547
"S100A4",0.00204714270275485,0.0101292177268625,0.00510536900330255,0.00320848288193359,0.00620768129893694,0.00355041734678038,0.0302483109605708
"IGFBP3",0.000253020621597707,0.0129613403968716,0.00488337754732155,0.0067004830335281,0.000259827145505941,0.00509179850294711,0.030149847247772
"IL31",0,0.00028423842126819,0,0.00519299728300039,0,0.024503247740637,0.0299804834449056
"GPC1",0.000157482788231395,0.00244241964625384,0,0.0228296583043976,0.00454726571414101,0,0.0299768264530239
"ALK",0.00824975821548645,0.00286833734327521,0.00116017453922554,0.000715627561340814,0.0134800486948123,0.00349995172548806,0.0299738980796284
"WNT3A",0.00169606973532026,0.0158230252485394,0.00174571412306822,0.00447122880377222,0.00332904480411672,0.0029012424861243,0.0299663252009412
"ABCG2",0.00138219847225594,0.00877828848639412,0.00721983523274207,6.70024606097106e-05,0.00547906280666376,0.00683845885539055,0.0297648463140562
"TLR2",0.00396981889173226,0.00794054646895534,0.000225109137431837,0,0.00215439324520849,0.0154640749003439,0.0297539426436718
"HELZ",0,0.0144024070930989,0.0112703100896928,0.000969604596574581,0.000862257188246911,0.00223558152154714,0.0297401604891604
"RASSF1",0.00212276410676594,0.00585028642349713,0.0022070869420472,0.00975277345801952,0.00180100748211491,0.00795953329508568,0.0296934517075304
"VIP",0.000179519514444247,0.00846679960245963,0.00834349104593951,0.000330166242882404,0.00704071064409722,0.00532334074920343,0.0296840277990264
"VEGFC",0.00424080135057568,0.00497240514456739,0.00315032914305162,0.00367013382505621,0.00264613046438245,0.0109472864478298,0.0296270863754632
"CLDN4",0.000339965021239243,0.00124097163530702,0.00090821144867246,0.000457347109289816,0.0163066209691255,0.0101316743382001,0.0293847905218341
"EPHX1",0,0.00342650542498534,0.0132084942562169,0.0120754050891008,0.000540647301335807,0,0.0292510520716389
"NAA10",0,0.000607864181160269,0.0268885284143821,0,0.000742192719027465,0.000861782354743053,0.0291003676693129
"JAK2",0.00114251955426915,0.00609734827519552,0.00425465467563916,0.00194084064864334,0.00277426178780345,0.0128886832332373,0.0290983081747879
"CDK6",0.00190061489515977,0.00133865147179635,0.00298945131006894,0.00664242086145715,0.00831621759345851,0.00788886516971577,0.0290762213016565
"HLA-H",7.13898279039662e-05,0.004172643843375,0.000978379132326775,0.0208037372764439,0,0.0028464428557888,0.0288725929358385
"CSF2",0.00189998156992806,0.0140752866810164,0,0.0072863956518493,0.00518171663683163,0.000411037663858857,0.0288544182034843
"GPX1",0.000262269954192576,0.00560264549927274,0.00169196331169464,0.011063125893274,0.00592714132713437,0.00414714554848879,0.0286942915340571
