#filename	date	concept_num	concept
9860474	1999-01-14	Liver cancer	1
24934735	2015-03-11	Liver cancer	4
27882511	2016-11-24	Pancreatic Cancer	8
27882511	2016-11-24	Bile duct cancer	9
25538178	2015-02-28	Bile duct cancer	2
18584969	2008-11-25	Liver cancer	1
25687990	2015-03-19	Bile duct cancer	5
22875246	2013-01-30	Bile duct cancer	6
17456314	2007-04-25	Liver cancer	3
16427829	2006-01-23	Colorectal cancer	1
23684102	2013-09-23	Liver cancer	3
24393936	2014-01-07	Bile duct cancer	6
22607679	2012-05-29	Bile duct cancer	1
22607679	2012-05-29	Liver cancer	1
18492422	2008-05-21	Bile duct cancer	1
19920395	2009-11-20	Bile duct cancer	4
25744243	2015-03-06	Bile duct cancer	2
24528044	2014-02-17	Bile duct cancer	3
25012246	2014-10-30	Bile duct cancer	2
25176314	2014-09-15	Liver cancer	6
16863567	2006-07-25	Bile duct cancer	7
17522517	2007-05-24	Liver cancer	6
20079125	2010-01-18	Bile duct cancer	2
15138553	2004-05-12	Bile duct cancer	3
18305190	2008-03-28	Liver cancer	5
25159731	2015-01-28	Bile duct cancer	3
2854779	1989-06-29	Bile duct cancer	1
2854779	1989-06-29	Liver cancer	7
8025966	1994-08-10	Liver cancer	4
21672940	2011-12-26	Liver cancer	4
11343227	2001-05-08	Bile duct cancer	4
25649526	2015-04-18	Bile duct cancer	2
23299519	2013-11-13	Liver cancer	2
12560778	2003-01-31	Bile duct cancer	5
14970733	2004-02-18	Esophageal cancer	1
14970733	2004-02-18	Colorectal cancer	1
14970733	2004-02-18	Liver cancer	1
20720444	2010-10-07	Bile duct cancer	9
20720444	2010-10-07	Pancreatic Cancer	9
26900302	2016-02-22	Bile duct cancer	6
27537589	2016-08-19	Bile duct cancer	3
23645731	2013-05-06	Bile duct cancer	2
8010724	1994-07-18	Pancreatic Cancer	1
22719185	2012-06-21	Bile duct cancer	4
18987928	2008-11-06	Liver cancer	4
17114546	2006-11-20	Pancreatic Cancer	1
27058753	2016-08-18	Bile duct cancer	3
12381907	2002-10-16	Liver cancer	7
8537531	1996-02-07	Liver cancer	5
2730018	1989-06-26	Bile duct cancer	1
2730018	1989-06-26	Pancreatic Cancer	11
24957044	2014-07-12	Bile duct cancer	2
21086164	2011-05-19	Bile duct cancer	4
21159122	2011-01-04	Liver cancer	5
16124042	2005-08-26	Bile duct cancer	7
18709487	2008-08-18	Stomach cancer	1
11906619	2002-03-21	Liver cancer	6
26261725	2015-08-11	Bile duct cancer	1
20182341	2010-03-31	Bile duct cancer	1
20182341	2010-03-31	Stomach cancer	13
20182341	2010-03-31	Liver cancer	5
25710958	2015-02-25	Bile duct cancer	1
26043778	2015-07-03	Bile duct cancer	9
26043778	2015-07-03	Liver cancer	1
18836811	2008-10-06	Bile duct cancer	5
22499306	2012-04-13	Bile duct cancer	7
19536892	2009-09-10	Bile duct cancer	1
23711827	2013-12-02	Bile duct cancer	3
24369328	2013-12-26	Pancreatic Cancer	6
20450586	2010-05-10	Bile duct cancer	7
22425613	2012-07-03	Bile duct cancer	8
22425613	2012-07-03	Liver cancer	4
439400	1979-07-16	Bile duct cancer	1
7738642	1995-06-05	Colorectal cancer	3
28131524	2017-01-29	Bile duct cancer	1
15484322	2004-10-14	Bile duct cancer	9
25141867	2014-08-25	Liver cancer	8
19065724	2008-12-09	Bile duct cancer	5
9744407	1998-12-30	Liver cancer	3
21462380	2011-04-04	Bile duct cancer	4
27999621	2016-12-21	Bile duct cancer	6
21853342	2012-08-24	Bile duct cancer	7
23174588	2012-11-23	Liver cancer	3
10576348	2000-01-04	Bile duct cancer	1
11444409	2001-07-10	Bile duct cancer	3
25564818	2015-07-30	Bile duct cancer	1
25564818	2015-07-30	Pancreatic Cancer	1
23052165	2012-10-11	Bile duct cancer	9
23052165	2012-10-11	Liver cancer	6
11680592	2001-10-26	Bile duct cancer	8
28052618	2017-01-04	Liver cancer	4
24519806	2014-06-19	Bile duct cancer	8
24519806	2014-06-19	Liver cancer	2
26240009	2015-12-22	Bile duct cancer	7
23504331	2014-04-21	Bile duct cancer	2
2916805	1989-03-17	Bile duct cancer	2
23318457	2013-10-10	Bile duct cancer	4
23318457	2013-10-10	Liver cancer	1
26692940	2015-12-22	Bile duct cancer	6
19912531	2010-05-11	Liver cancer	2
24375300	2013-12-30	Bile duct cancer	4
20001803	2009-12-16	Bile duct cancer	5
16208510	2006-03-13	Pancreatic Cancer	1
