#filename	date	concept_num	concept
1372882	1992-05-05	Colorectal cancer	2
11402446	2001-06-12	Colorectal cancer	5
17106448	2007-01-18	Colorectal cancer	4
17186548	2007-02-28	Colorectal cancer	3
12694229	2003-04-15	Colorectal cancer	2
22517699	2012-04-20	Colorectal cancer	4
12769209	2003-05-28	Colorectal cancer	2
19307944	2009-11-13	Colorectal cancer	8
7979203	1994-12-15	Colorectal cancer	2
21115931	2010-11-30	Colorectal cancer	1
22220406	2012-01-06	Colorectal cancer	6
8095852	1993-04-22	Colorectal cancer	2
15767554	2005-03-15	Colorectal cancer	3
20531372	2011-05-23	Colorectal cancer	5
20616896	2010-07-09	Colorectal cancer	3
21436631	2011-03-25	Colorectal cancer	7
22333599	2012-02-29	Colorectal cancer	8
7829219	1995-02-17	Colorectal cancer	1
20054857	2010-07-27	Colorectal cancer	1
22646729	2012-08-22	Colorectal cancer	1
21097699	2010-12-08	Colorectal cancer	6
8887680	1996-12-16	Colorectal cancer	3
17332091	2007-04-17	Colorectal cancer	4
18391202	2008-04-09	Colorectal cancer	2
20714737	2010-11-05	Colorectal cancer	6
7851547	1995-03-14	Colorectal cancer	3
21526778	2011-07-01	Colorectal cancer	4
19565913	2009-07-01	Colorectal cancer	1
8006041	1994-07-20	Colorectal cancer	1
22926751	2012-12-20	Colorectal cancer	5
19302287	2009-06-08	Colorectal cancer	1
21239473	2011-03-02	Colorectal cancer	2
16143134	2005-09-06	Colorectal cancer	5
11466695	2001-07-23	Liver cancer	10
8761141	1996-10-03	Colorectal cancer	2
24151575	2013-10-23	Colorectal cancer	4
8861904	1996-12-16	Colorectal cancer	4
23334690	2013-09-16	Colorectal cancer	1
20051939	2010-03-02	Colorectal cancer	1
15899632	2005-05-18	Colorectal cancer	3
12800209	2003-06-11	Colorectal cancer	8
19602465	2009-07-15	Colorectal cancer	1
11742494	2001-12-14	Colorectal cancer	1
21109973	2010-11-26	Colorectal cancer	2
23105136	2012-11-21	Colorectal cancer	3
24104864	2013-11-19	Colorectal cancer	1
10425314	1999-08-31	Colorectal cancer	5
11584062	2001-10-03	Colorectal cancer	4
16000562	2005-07-07	Colorectal cancer	3
15289867	2004-08-03	Colorectal cancer	5
12154045	2002-08-02	Colorectal cancer	1
10515661	1999-11-23	Colorectal cancer	1
10515661	1999-11-23	Liver cancer	1
9731485	1998-09-17	Colorectal cancer	5
24740563	2014-07-23	Colorectal cancer	8
24705862	2014-07-23	Colorectal cancer	7
20932136	2010-10-11	Colorectal cancer	1
10921011	2000-09-12	Stomach cancer	2
10921011	2000-09-12	Colorectal cancer	5
19528666	2009-07-30	Colorectal cancer	4
